ID,External Ref,Status,Order Type,Payment Type,Delivery Charge,Customer Name,Customer Phone,Customer Email,Pickup Address,Pickup Lat,Pickup Lng,Dropoff Address,Dropoff Lat,Dropoff Lng,Items,Driver ID,Subscription ID,Zone ID,SLA Seconds,Tracking URL,Assigned At,Delivered At,Cancellation Source,Cancellation Reason,Created At,Updated At
e0ca2e53-e4b4-427a-8c18-f093ae505a53,UBER-MOCK-003,accepted,subscription,online,25.00,Priyanka,9975008124,priyanka.shahasane@futurescapetech.com,"KFC, Sector 17, Vashi, Navi Mumbai",19.05698367153384,72.97146367230572,"Vashi Station, Navi Mumbai",19.07270347077049,73.05330981103185,"[{""name"":""Hot & Crispy Chicken (6 pcs)"",""price"":549,""quantity"":1},{""name"":""Coleslaw"",""price"":89,""quantity"":1}]",213b90c8-3fe7-4104-b5f3-0c98008a4ee1,,,2400,http://localhost:3001/track/UBER-MOCK-003,2025-12-02T11:10:32.493Z,,,,2025-12-02T07:48:04.684Z,2025-12-02T11:11:00.460Z
c84cc98d-dfa9-43a9-91fd-16a0e0a9292d,WEBHOOK-TEST-001,accepted,subscription,cash,0.00,Priyanka,9975008124,priyanka.shahasane@futurescapetech.com,"KFC, Sector 17, Vashi, Navi Mumbai",19.05698367153384,72.97146367230572,"Sector 17, Vashi, Navi Mumbai",19.1134822952441,72.99674298075543,"[{""name"":""Margherita Pizza"",""price"":299,""quantity"":1},{""name"":""Caesar Salad"",""price"":199,""quantity"":1}]",213b90c8-3fe7-4104-b5f3-0c98008a4ee1,,,1800,http://localhost:3001/track/c84cc98d-dfa9-43a9-91fd-16a0e0a9292d,2025-12-02T11:10:32.504Z,,,,2025-12-02T07:48:04.684Z,2025-12-02T11:10:59.282Z
3efbc36c-9814-4f2f-93a8-802d930bd9aa,UBER-MOCK-010,accepted,subscription,online,0.00,Priyanka,9975008124,priyanka.shahasane@futurescapetech.com,"KFC, Sector 17, Vashi, Navi Mumbai",19.05698367153384,72.97146367230572,"Sector 1, Vashi, Navi Mumbai",19.06590669096291,72.98964780165322,"[{""name"":""Crunchwrap Supreme"",""price"":340,""quantity"":2}]",213b90c8-3fe7-4104-b5f3-0c98008a4ee1,,,1800,http://localhost:3001/track/3efbc36c-9814-4f2f-93a8-802d930bd9aa,2025-12-02T11:10:32.499Z,2025-11-28T05:41:30.845Z,,,2025-12-02T07:48:04.684Z,2025-12-02T11:10:59.870Z
3c999068-d3bc-47a6-8677-75d5e0f5bd8b,TEST-1762262336832,accepted,subscription,online,20.00,Priyanka,9975008124,priyanka.shahasane@futurescapetech.com,"KFC, Sector 17, Vashi, Navi Mumbai",19.05698367153384,72.97146367230572,"Sector 5, Vashi, Navi Mumbai",19.04170287752289,72.99761536467722,"[{""name"":""Margherita Pizza"",""price"":299,""quantity"":1},{""name"":""Caesar Salad"",""price"":199,""quantity"":1}]",213b90c8-3fe7-4104-b5f3-0c98008a4ee1,,,1800,http://localhost:3001/track/3c999068-d3bc-47a6-8677-75d5e0f5bd8b,2025-12-02T11:10:32.515Z,,,,2025-12-02T07:48:04.684Z,2025-12-02T11:10:57.279Z
882936dd-0c10-4abe-ac2b-f94b1cb98d73,UBER-MOCK-007,accepted,subscription,cash,0.00,Priyanka,9975008124,priyanka.shahasane@futurescapetech.com,"KFC, Sector 17, Vashi, Navi Mumbai",19.05698367153384,72.97146367230572,"Sector 18, Vashi, Navi Mumbai",19.034083731756915,73.05531271893254,"[{""name"":""Chicken Biryani"",""price"":250,""quantity"":1},{""name"":""Raita"",""price"":40,""quantity"":1},{""name"":""Pickle"",""price"":20,""quantity"":1}]",213b90c8-3fe7-4104-b5f3-0c98008a4ee1,,,2100,http://localhost:3001/track/UBER-MOCK-007,2025-12-02T11:10:32.511Z,,,,2025-12-02T07:48:04.684Z,2025-12-02T11:10:58.034Z
35be5f23-06d0-47d6-aeda-9439bf6229f5,UBER-MOCK-014,accepted,subscription,online,0.00,Priyanka,9975008124,priyanka.shahasane@futurescapetech.com,"KFC, Sector 17, Vashi, Navi Mumbai",19.05698367153384,72.97146367230572,"Sector 14, Vashi, Navi Mumbai",19.077883888581038,73.02177363620942,"[{""name"":""Big Mac Meal"",""price"":299,""quantity"":1},{""name"":""Apple Pie"",""price"":100,""quantity"":2}]",213b90c8-3fe7-4104-b5f3-0c98008a4ee1,,,1800,http://localhost:3001/track/UBER-MOCK-014,2025-12-02T11:10:32.508Z,,,,2025-12-02T07:48:04.684Z,2025-12-02T11:10:58.644Z
8864aaf0-5cb4-43b7-aa8e-dbfe59edd6d6,TEST-1762263103906,accepted,subscription,cash_on_delivery,0.00,Priyanka,9975008124,priyanka.shahasane@futurescapetech.com,"KFC, Sector 17, Vashi, Navi Mumbai",19.05698367153384,72.97146367230572,"Sector 8, Vashi, Navi Mumbai",19.04669128939043,73.0326711870971,"[{""name"":""Margherita Pizza"",""price"":299,""quantity"":1},{""name"":""Caesar Salad"",""price"":199,""quantity"":1}]",213b90c8-3fe7-4104-b5f3-0c98008a4ee1,,,180,http://localhost:3001/track/8864aaf0-5cb4-43b7-aa8e-dbfe59edd6d6,2025-12-02T11:10:32.520Z,,,,2025-12-02T07:48:04.684Z,2025-12-02T11:10:55.978Z
3ad0f7bc-f8f7-45a6-9384-467b2603fcf7,DUNZO-MOCK-004,accepted,subscription,cash,0.00,Priyanka,9975008124,priyanka.shahasane@futurescapetech.com,"KFC, Sector 17, Vashi, Navi Mumbai",19.05698367153384,72.97146367230572,"Nerul, Navi Mumbai",19.06659907250087,72.99109839285835,"[{""name"":""Chicken Teriyaki Sub"",""price"":299,""quantity"":1},{""name"":""Chocolate Chip Cookie"",""price"":90,""quantity"":2}]",213b90c8-3fe7-4104-b5f3-0c98008a4ee1,,,2100,http://localhost:3001/track/DUNZO-MOCK-004,2025-12-02T11:10:32.517Z,,,,2025-12-02T07:48:04.684Z,2025-12-02T11:10:56.633Z
0bc59216-63cd-472c-a844-caf87c87ec85,SWIGGY-MOCK-124,accepted,subscription,cash_on_delivery,50.00,Priyanka,9975008124,priyanka.shahasane@futurescapetech.com,"KFC, Sector 17, Vashi, Navi Mumbai",19.05698367153384,72.97146367230572,"Sector 12, Vashi, Navi Mumbai",19.113004247125062,73.02425935355393,"[{""name"":""Big Mac Meal"",""price"":299,""quantity"":1},{""name"":""Apple Pie"",""price"":100,""quantity"":2}]",213b90c8-3fe7-4104-b5f3-0c98008a4ee1,,,60,http://localhost:3001/track/0bc59216-63cd-472c-a844-caf87c87ec85,2025-12-02T11:10:32.528Z,,,,2025-12-02T07:48:04.684Z,2025-12-02T11:10:54.144Z
aef1ad09-3839-49d3-81ed-6d13f1968b2d,TEST-1762262739166,accepted,subscription,cash_on_delivery,0.00,Priyanka,9975008124,priyanka.shahasane@futurescapetech.com,"KFC, Sector 17, Vashi, Navi Mumbai",19.05698367153384,72.97146367230572,"Sector 16, Vashi, Navi Mumbai",19.10009990439311,73.02300743539,"[{""name"":""Test Item"",""price"":199,""quantity"":1}]",213b90c8-3fe7-4104-b5f3-0c98008a4ee1,,,10,http://localhost:3001/track/aef1ad09-3839-49d3-81ed-6d13f1968b2d,2025-12-02T11:10:32.525Z,,,,2025-12-02T07:48:04.684Z,2025-12-02T11:10:54.782Z
